Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
166;20500195017;"Industrielle Beziehungen";journal;"18620035, 09432779";0,195;Q4;10;7;76;261;30;72;0,21;37,29;Germany;Western Europe;"Rainer Hampp Verlag";"2008-2020";"Business and International Management (Q3); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q4)"
167;16903;"Labour/Le Travail";journal;"07003862, 19114842";0,195;Q4;15;22;49;1535;17;46;0,19;69,77;Canada;Northern America;"Memorial University of Newfoundland";"1978, 1985, 1993-2019";"History (Q1); Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q4)"
168;21100851350;"IZA Journal of Development and Migration";journal;"25201786";0,193;Q4;2;7;25;198;9;25;0,36;28,29;United Kingdom;Western Europe;"Springer Open";"2018-2019";"Anthropology (Q3); Demography (Q3); Development (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
169;6000195381;"Global Business and Organizational Excellence";journal;"19322054";0,189;Q4;15;52;149;1246;65;120;0,47;23,96;United States;Northern America;"John Wiley and Sons Inc.";"2006-2020";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q4)"
170;21100212325;"International Journal of Disability Management";journal;"18344887, 18338550";0,189;Q4;8;2;16;129;14;8;3,00;64,50;United Kingdom;Western Europe;"Cambridge University Press";"2006-2019";"Health (social science) (Q4); Organizational Behavior and Human Resource Management (Q4)"
171;21100268385;"Formation Emploi";journal;"21070946, 07596340";0,188;Q4;6;21;129;598;17;115;0,15;28,48;France;Western Europe;"Documentation Francaise";"2012-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
172;4400151741;"Research on Economic Inequality";book series;"10492585";0,187;Q4;15;9;37;297;9;24;0,50;33,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2004, 2006-2013, 2015-2019";"Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4)"
173;21100863713;"International Journal of Knowledge and Systems Science";journal;"19478216, 19478208";0,183;Q4;3;7;33;236;14;33;0,42;33,71;United States;Northern America;"IGI Global Publishing";"2017-2019";"Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Artificial Intelligence (Q4); Information Systems (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
174;5700153385;"Journal of Human Values";journal;"09730737, 09716858";0,181;Q4;11;20;65;596;52;57;0,76;29,80;United States;Northern America;"Sage Publications India Pvt. Ltd";"1995-2020";"Cultural Studies (Q2); Philosophy (Q2); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)"
175;5600155273;"Cuadernos de Relaciones Laborales";journal;"11318635, 19882572";0,180;Q4;3;20;57;871;22;51;0,48;43,55;Spain;Western Europe;"Universidad Complutense de Madrid";"2016-2019";"Industrial Relations (Q3); Organizational Behavior and Human Resource Management (Q4)"
176;21100852103;"Psihologia Resurselor Umane";journal;"23928077, 15837327";0,179;Q4;2;0;20;0;4;17;0,24;0,00;Romania;Eastern Europe;"";"2017-2018";"Clinical Psychology (Q4); Organizational Behavior and Human Resource Management (Q4)"
177;21100385812;"Journal of Chinese Human Resource Management";journal;"20408013, 20408005";0,176;Q4;10;5;26;332;29;24;1,07;66,40;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2019";"Cultural Studies (Q2); Organizational Behavior and Human Resource Management (Q4)"
178;5600155528;"International Journal of Organization Theory and Behavior";journal;"10934537";0,171;Q4;6;25;66;1807;30;61;0,58;72,28;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Applied Psychology (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
179;18800156725;"Research Journal of Business Management (discontinued)";journal;"18191932, 21520437";0,164;Q4;10;0;8;0;8;8;0,00;0,00;United States;Northern America;"Academic Journals Inc.";"2009-2016";"Business and International Management (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
180;145292;"Development and Learning in Organizations";journal;"14777282";0,163;Q4;15;112;177;436;52;168;0,26;3,89;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2020";"Library and Information Sciences (Q3); Organizational Behavior and Human Resource Management (Q4)"
181;21100903446;"E-Journal of International and Comparative Labour Studies";journal;"22804056";0,161;Q4;1;23;22;798;5;22;0,23;34,70;Italy;Western Europe;"";"2018-2019";"Law (Q3); Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4)"
182;21100465091;"Proceedings - 4th International Workshop on Software Engineering for Systems-of-Systems, SESoS 2016";conference and proceedings;"-";0,158;-;3;0;8;0;11;6;0,00;0,00;United States;Northern America;"";"";"Organizational Behavior and Human Resource Management; Social Psychology; Software"
183;20203;"International Labor and Working-Class History";journal;"14716445, 01475479";0,156;Q4;20;14;80;957;28;71;0,16;68,36;United Kingdom;Western Europe;"Cambridge University Press";"1976-2020";"History (Q2); Organizational Behavior and Human Resource Management (Q4)"
184;21100898012;"SA Journal of Human Resource Management";journal;"2071078X, 16837584";0,155;Q4;3;48;44;2877;39;44;0,89;59,94;South Africa;Africa;"AOSIS (Pty) Ltd";"2018-2020";"Demography (Q3); Organizational Behavior and Human Resource Management (Q4)"
185;4100151531;"Research in Ethical Issues in Organizations";book series;"15292096";0,154;Q4;8;16;66;784;12;54;0,33;49,00;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2003, 2005-2006, 2012-2019";"Cultural Studies (Q2); Sociology and Political Science (Q3); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)"
186;21100860692;"South Asian Journal of Human Resources Management";journal;"23220937, 23495790";0,153;Q4;6;17;41;964;29;39;0,83;56,71;United Kingdom;Western Europe;"SAGE Publications Ltd";"2014-2020";"Organizational Behavior and Human Resource Management (Q4)"
187;21100834525;"Gruppe. Interaktion. Organisation. Zeitschrift fur Angewandte Organisationspsychologie";journal;"23666145, 23666218";0,149;Q4;11;46;126;1322;28;110;0,23;28,74;Germany;Western Europe;"Springer Fachmedien Wiesbaden GmbH";"2016-2020";"Applied Psychology (Q4); Developmental and Educational Psychology (Q4); Education (Q4); Organizational Behavior and Human Resource Management (Q4); Social Psychology (Q4)"
188;19400157150;"Cuadernos de Gestion";journal;"11316837, 19882157";0,148;Q4;11;8;49;584;28;49;0,64;73,00;Spain;Western Europe;"Universidad del Pais Vasco";"2001-2019";"Business and International Management (Q4); Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)"
189;21100461926;"International Conference Communication, Control and Intelligent Systems, CCIS 2015";conference and proceedings;"-";0,143;-;7;0;99;0;76;97;0,00;0,00;United States;Northern America;"";"";"Business and International Management; Industrial and Manufacturing Engineering; Management of Technology and Innovation; Management Science and Operations Research; Organizational Behavior and Human Resource Management; Safety, Risk, Reliability and Quality; Strategy and Management; Waste Management and Disposal"
190;4700152436;"International Journal of Human Resources Development and Management";journal;"14656612, 17415160";0,142;Q4;14;21;51;1301;33;48;0,43;61,95;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Organizational Behavior and Human Resource Management (Q4)"
191;21100220476;"International Journal of Work Innovation";journal;"20439032, 20439040";0,139;Q4;5;0;20;0;12;18;0,42;0,00;Switzerland;Western Europe;"Inderscience Publishers";"2012, 2015-2017";"Communication (Q4); Computer Networks and Communications (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)"
192;4700152416;"International Journal of Environment, Workplace and Employment";journal;"17418437, 17418445";0,132;Q4;9;15;13;1015;3;13;0,22;67,67;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2008, 2016-2019";"Organizational Behavior and Human Resource Management (Q4)"
