Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
223;21100775412;"Foresight and STI Governance";journal;"23129972";0,359;Q3;13;30;84;1448;158;83;1,50;48,27;Russian Federation;Eastern Europe;"National Research University, Higher School of Economics";"2015-2019";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Development (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q3); Management of Technology and Innovation (Q3); Statistics, Probability and Uncertainty (Q3); Strategy and Management (Q3)"
224;12900154727;"Journal of Industrial and Management Optimization";journal;"15475816, 1553166X";0,355;Q3;29;82;388;2657;403;388;0,96;32,40;United States;Northern America;"American Institute of Mathematical Sciences";"2007-2019";"Business and International Management (Q2); Applied Mathematics (Q3); Control and Optimization (Q3); Strategy and Management (Q3)"
225;17100154706;"International Journal of Revenue Management";journal;"14747332, 17418186";0,354;Q3;11;7;33;312;24;32;0,44;44,57;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2008-2019";"Business and International Management (Q2); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
226;21100807851;"Journal of Global Operations and Strategic Sourcing";journal;"23985364";0,354;Q3;21;27;47;2028;107;47;2,50;75,11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2017-2020";"Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
227;19700177002;"International Journal of Systems Assurance Engineering and Management";journal;"09764348, 09756809";0,350;Q3;20;172;444;6225;765;438;1,65;36,19;India;Asiatic Region;"Springer India";"2010-2020";"Safety, Risk, Reliability and Quality (Q3); Strategy and Management (Q3)"
228;21100450117;"International Journal of Information Systems and Project Management";journal;"21827788, 21827796";0,348;Q3;11;18;54;1012;94;49;1,94;56,22;Portugal;Western Europe;"";"2013-2019";"Information Systems and Management (Q2); Management Information Systems (Q2); Strategy and Management (Q3)"
229;21100870402;"Journal of Small Business and Entrepreneurship";journal;"08276331, 21692610";0,342;Q3;24;52;78;3953;121;71;1,43;76,02;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1996-1998, 2000-2014, 2016-2020";"Business and International Management (Q2); Strategy and Management (Q3)"
230;5600155030;"New Directions for Evaluation";journal;"10976736";0,341;Q3;37;37;131;902;50;118;0,44;24,38;United States;Northern America;"Wiley-Blackwell";"1995-2020";"Education (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
231;21100870601;"Africa Journal of Management";journal;"23322373";0,340;Q3;10;20;62;1258;72;58;1,25;62,90;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2015-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
232;21100394266;"International Journal of Agile Systems and Management";journal;"17419174, 17419182";0,339;Q3;19;19;51;1164;72;50;1,38;61,26;Switzerland;Western Europe;"Inderscience Publishers";"2006-2009, 2011-2020";"Multidisciplinary (Q1); Computer Science (miscellaneous) (Q2); Engineering (miscellaneous) (Q2); Industrial and Manufacturing Engineering (Q2); Management Information Systems (Q2); Decision Sciences (miscellaneous) (Q3); Strategy and Management (Q3)"
233;20608;"Journal of Global Information Management";journal;"10627375, 15337995";0,338;Q3;39;39;77;2583;112;77;1,59;66,23;United States;Northern America;"IGI Publishing";"2002-2020";"Business and International Management (Q2); Information Systems and Management (Q2); Computer Science Applications (Q3); E-learning (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
234;21100814509;"Journal of Facilities Management";journal;"17410983, 14725967";0,334;Q3;30;29;76;1553;137;73;2,08;53,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2002-2003, 2005-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
235;17700156704;"Knowledge and Process Management";journal;"10991441, 10924604";0,334;Q3;41;29;72;1967;117;71;1,66;67,83;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1997-2020";"Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
236;21100941610;"Journal of Global Sport Management";journal;"24704067, 24704075";0,331;Q3;6;63;49;3751;72;48;0,95;59,54;United States;Northern America;"Routledge";"2016-2020";"Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
237;21100791289;"Sport Management Education Journal";journal;"21632367, 19386974";0,326;Q3;4;6;35;192;28;35;0,78;32,00;United States;Northern America;"Human Kinetics Publishers Inc.";"2016-2019";"Education (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
238;5400152710;"E a M: Ekonomie a Management";journal;"12123609";0,322;Q3;20;40;172;1943;224;172;1,29;48,58;Czech Republic;Eastern Europe;"Technical University of Liberec";"2007-2019";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Strategy and Management (Q3)"
239;21100788210;"International Journal of Nonprofit and Voluntary Sector Marketing";journal;"1479103X, 14654520";0,319;Q3;9;37;69;2232;83;68;1,26;60,32;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2020";"Economics and Econometrics (Q3); Marketing (Q3); Strategy and Management (Q3)"
240;21100446528;"Journal of Organizational Ethnography";journal;"20466757, 20466749";0,314;Q3;12;34;62;1568;59;59;0,89;46,12;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Cultural Studies (Q1); Anthropology (Q2); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
241;4700152455;"International Journal of Process Management and Benchmarking";journal;"14606739, 1741816X";0,308;Q3;13;25;79;1137;75;79;0,78;45,48;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2009, 2013-2020";"Business and International Management (Q2); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
242;19700173246;"Academia Revista Latinoamericana de Administracion";journal;"10128255, 20565127";0,305;Q3;11;38;99;2639;132;93;1,09;69,45;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q2); Economics, Econometrics and Finance (miscellaneous) (Q2); Education (Q3); Management Science and Operations Research (Q3); Organizational Behavior and Human Resource Management (Q3); Public Administration (Q3); Strategy and Management (Q3)"
243;23656;"Systemic Practice and Action Research";journal;"1094429X, 15739295";0,305;Q3;32;51;96;2873;108;94;1,29;56,33;United States;Northern America;"Springer New York";"1996-2020";"Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
244;21100943520;"Rutgers Business Review";journal;"24742376, 24746509";0,304;Q3;3;12;58;325;22;58;0,35;27,08;United States;Northern America;"Rutgers Business School";"2016-2019";"Business and International Management (Q2); Strategy and Management (Q3)"
245;21100775906;"BSN 2016 - 13th Annual Body Sensor Networks Conference";conference and proceedings;"-";0,302;-;9;0;75;0;127;73;0,00;0,00;United States;Northern America;"";"";"Computer Networks and Communications; Strategy and Management; Urban Studies"
246;21100836589;"International Journal of Business Environment";journal;"17400589, 17400597";0,302;Q3;5;10;29;693;38;29;1,31;69,30;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2017-2020";"Business and International Management (Q2); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
247;17700155302;"International Journal of Business Excellence";journal;"17560055, 17560047";0,300;Q3;16;81;217;5510;243;217;1,16;68,02;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2009-2020";"Business and International Management (Q2); Strategy and Management (Q3)"
248;6000152910;"Journal of Arts Management, Law and Society";journal;"10632921, 19307799";0,298;Q3;17;26;81;1177;50;70;0,71;45,27;United States;Northern America;"Taylor and Francis Ltd.";"1992-2020";"Visual Arts and Performing Arts (Q1); Law (Q2); Strategy and Management (Q3)"
249;21100855822;"Cogent Business and Management";journal;"23311975";0,295;Q3;11;139;308;8070;433;300;1,22;58,06;United Kingdom;Western Europe;"Cogent OA";"2014-2020";"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Accounting (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
250;21100385808;"Journal of Asia Business Studies";journal;"15592243, 15587894";0,294;Q3;13;43;81;3708;124;79;1,36;86,23;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Economics, Econometrics and Finance (miscellaneous) (Q2); Business and International Management (Q3); Strategy and Management (Q3)"
251;21100262412;"Journal of Research in Marketing and Entrepreneurship";journal;"14715201";0,294;Q3;19;13;35;1044;53;34;1,50;80,31;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2007, 2009-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3)"
252;21100446515;"Sport, Business and Management: An International Journal";journal;"20426798, 2042678X";0,293;Q3;14;16;85;1063;112;81;1,14;66,44;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2020";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
253;21100431169;"International Journal of Islamic and Middle Eastern Finance and Management";journal;"17538394, 17538408";0,286;Q3;25;48;101;2825;171;100;1,57;58,85;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q3); Finance (Q3); Strategy and Management (Q3)"
254;21100464761;"Journal of Risk";journal;"17552842, 14651211";0,285;Q3;10;24;79;854;47;79;0,41;35,58;United States;Northern America;"Incisive Media Ltd.";"2011-2020";"Finance (Q3); Strategy and Management (Q3)"
255;19300157111;"Revista Brasileira de Gestao de Negocios";journal;"19830807, 18064892";0,285;Q3;9;32;95;1973;109;95;1,23;61,66;Brazil;Latin America;"Fundacao Escola de Comercio Alvares Penteado";"2004-2020";"Business and International Management (Q3); Industrial Relations (Q3); Strategy and Management (Q3)"
256;23977;"International Journal of Automotive Technology and Management";journal;"14709511, 17415012";0,283;Q3;21;17;66;990;56;64;0,72;58,24;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2001, 2003-2020";"Automotive Engineering (Q2); Strategy and Management (Q3)"
257;19700176302;"Journal of Entrepreneurship Education";journal;"15282651, 10988394";0,283;Q3;14;167;169;4951;286;169;1,62;29,65;United States;Northern America;"Allied Academies";"2009-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Education (Q3); Strategy and Management (Q3)"
258;17700156709;"Quality - Access to Success";journal;"15822559";0,280;Q3;20;378;784;9251;681;783;1,04;24,47;Romania;Eastern Europe;"SRAC - Societatea Romana Pentru Asigurarea Calitatii";"2009-2020";"Business and International Management (Q3); Management Information Systems (Q3); Strategy and Management (Q3)"
259;17700156768;"Place Branding and Public Diplomacy";journal;"17518040, 17518059";0,279;Q3;24;46;88;2313;90;80;1,25;50,28;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Marketing (Q3); Strategy and Management (Q3)"
260;21100825851;"International Journal of Business Performance and Supply Chain Modelling";journal;"17589401, 1758941X";0,275;Q3;15;10;42;524;41;42;0,69;52,40;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2009-2019";"Business and International Management (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
261;14167;"Journal of Healthcare Management";journal;"19447396, 10969012";0,275;Q3;47;72;235;865;116;138;0,62;12,01;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2020";"Health Policy (Q3); Leadership and Management (Q3); Medicine (miscellaneous) (Q3); Strategy and Management (Q3)"
262;21100782865;"Real Estate Management and Valuation";journal;"23005289";0,275;Q3;7;40;105;1482;84;105;0,99;37,05;Germany;Western Europe;"De Gruyter Open Ltd.";"2014-2019";"Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Strategy and Management (Q3)"
263;5600153635;"Risk Management";journal;"17434637, 14603799";0,275;Q3;13;15;38;705;49;36;1,48;47,00;United States;Northern America;"Palgrave Macmillan Ltd.";"2009-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
264;1000147123;"Business: Theory and Practice";journal;"16480627, 18224202";0,273;Q3;15;45;88;2298;112;88;1,53;51,07;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2005-2020";"Civil and Structural Engineering (Q3); Strategy and Management (Q3)"
265;11700154320;"Journal of Developmental Entrepreneurship";journal;"1793706X, 10849467";0,273;Q3;23;31;92;1773;84;79;1,09;57,19;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2008-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
266;17800156738;"Organization Management Journal";journal;"15416518";0,273;Q3;14;27;61;1871;43;46;0,43;69,30;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005, 2009-2019";"Business and International Management (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
267;6400153116;"International Journal of Energy Sector Management";journal;"17506220";0,272;Q3;19;84;112;4060;156;106;1,36;48,33;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2020";"Energy (miscellaneous) (Q3); Strategy and Management (Q3)"
268;21100774787;"Journal of Financial Regulation and Compliance";journal;"13581988, 17400279";0,269;Q3;17;38;79;1795;91;77;1,15;47,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996-2020";"Finance (Q3); Strategy and Management (Q3)"
269;4400151404;"International Journal of Learning and Intellectual Capital";journal;"14794861, 14794853";0,268;Q3;15;20;66;1264;87;66;1,34;63,20;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
270;21100446524;"Journal of Entrepreneurship and Public Policy";journal;"20452101, 2045211X";0,268;Q3;11;46;72;3180;73;72;0,81;69,13;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2012-2020";"Urban Studies (Q2); Business and International Management (Q3); Strategy and Management (Q3)"
271;19700175174;"Academy of Entrepreneurship Journal";journal;"10879595, 15282686";0,267;Q3;11;108;96;4203;138;96;1,47;38,92;United States;Northern America;"Allied Academies";"2009-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
272;21100200613;"Creative Industries Journal";journal;"17510708, 17510694";0,267;Q3;8;30;52;1161;43;44;1,15;38,70;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2020";"Cultural Studies (Q1); Visual Arts and Performing Arts (Q1); Communication (Q2); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
273;27676;"Journal of Advanced Manufacturing Systems";journal;"17936896, 02196867";0,266;Q3;14;35;71;1217;75;70;0,98;34,77;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2004-2020";"Computer Science Applications (Q3); Industrial and Manufacturing Engineering (Q3); Strategy and Management (Q3)"
274;21100890619;"Philosophy of Management";journal;"20529597, 17403812";0,266;Q3;8;29;62;1930;51;51;1,08;66,55;Switzerland;Western Europe;"Springer International Publishing AG";"2003-2005, 2007-2020";"History and Philosophy of Science (Q2); Business and International Management (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
275;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,265;Q3;13;14;123;662;132;122;0,96;47,29;Spain;Western Europe;"";"2009-2019";"Accounting (Q3); Business and International Management (Q3); Education (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
276;19700182210;"Library Leadership and Management";journal;"19458851, 1945886X";0,264;Q3;10;14;84;297;24;71;0,34;21,21;United States;Northern America;"American Library Association";"2009-2019";"Library and Information Sciences (Q2); Strategy and Management (Q3)"
277;21774;"Managerial and Decision Economics";journal;"10991468, 01436570";0,264;Q3;50;90;219;4240;179;216;0,69;47,11;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1980-2020";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Management Science and Operations Research (Q3); Strategy and Management (Q3)"
278;21100823284;"Management Research";journal;"15365433, 15580946";0,263;Q3;16;33;74;2058;55;66;0,55;62,36;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
279;21100198214;"International Journal of Applied Management Science";journal;"17558913, 17558921";0,260;Q3;13;21;53;844;51;52;1,15;40,19;Switzerland;Western Europe;"Inderscience Publishers";"2008-2020";"Strategy and Management (Q3)"
280;19700173245;"Journal of Legal, Ethical and Regulatory Issues";journal;"15440036, 15440044";0,258;Q3;10;295;214;7656;134;214;0,67;25,95;United States;Northern America;"Allied Academies";"2009-2020";"Law (Q2); Sociology and Political Science (Q2); Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
281;21100285029;"International Journal of Information and Decision Sciences";journal;"17567017, 17567025";0,252;Q3;13;19;62;678;49;56;0,57;35,68;Switzerland;Western Europe;"Inderscience Publishers";"2010-2011, 2013-2020";"Computer Science Applications (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
282;21100466891;"International Journal of Health Governance";journal;"2059464X, 20594631";0,251;Q3;21;30;91;1106;60;81;0,73;36,87;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business, Management and Accounting (miscellaneous) (Q3); Health Policy (Q3); Public Health, Environmental and Occupational Health (Q3); Strategy and Management (Q3); Paleontology (Q4)"
283;21100777369;"Managerial Finance";journal;"03074358, 17587743";0,248;Q3;35;147;245;5944;245;237;0,91;40,44;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996-2020";"Business, Management and Accounting (miscellaneous) (Q3); Finance (Q3); Strategy and Management (Q3)"
284;21100858510;"International Journal of Business Analytics";journal;"23344555, 23344547";0,247;Q3;8;20;54;793;37;54;0,57;39,65;United States;Northern America;"IGI Global Publishing";"2014-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
285;19600162203;"Journal of East European Management Studies";journal;"09496181, 18620019";0,245;Q3;15;41;83;2388;61;71;0,76;58,24;Germany;Western Europe;"Taylor and Francis Ltd.";"1996-2001, 2004-2019";"Business and International Management (Q3); Industrial Relations (Q3); Management, Monitoring, Policy and Law (Q3); Strategy and Management (Q3)"
286;21100787105;"Journal of Environmental Accounting and Management";journal;"23256206, 23256192";0,245;Q3;10;29;84;1344;64;84;0,85;46,34;United States;Northern America;"L &amp; H Scientific Publishing, LLC";"2013-2020";"Urban Studies (Q2); Accounting (Q3); Ecology (Q3); Management, Monitoring, Policy and Law (Q3); Strategy and Management (Q3); Ecological Modeling (Q4)"
287;100147348;"Howard Journal of Communications";journal;"10964649, 10646175";0,242;Q3;28;47;80;2400;55;73;0,69;51,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-2020";"Communication (Q3); Strategy and Management (Q3)"
288;17700156756;"Journal of Asset Management";journal;"14708272, 1479179X";0,242;Q3;13;43;119;1285;62;113;0,62;29,88;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Business and International Management (Q3); Information Systems and Management (Q3); Strategy and Management (Q3)"
289;4400151407;"International Journal of Business Governance and Ethics";journal;"1741802X, 14779048";0,238;Q3;13;9;43;714;34;43;0,70;79,33;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2020";"Business and International Management (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
290;4000149502;"International Journal of Product Development";journal;"14779056, 17418178";0,238;Q3;25;19;43;962;35;43;0,96;50,63;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
291;21100427221;"Journal of Central Banking Theory and Practice";journal;"18009581, 23369205";0,238;Q3;6;30;78;874;103;78;1,36;29,13;Germany;Western Europe;"de Gruyter";"2014-2020";"Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
292;21100821131;"Review of Behavioral Finance";journal;"19405987, 19405979";0,238;Q3;10;44;46;2392;36;45;0,80;54,36;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2009-2019";"Accounting (Q3); Finance (Q3); Strategy and Management (Q3)"
293;21100790098;"2016 IEEE High Performance Extreme Computing Conference, HPEC 2016";conference and proceedings;"-";0,237;-;9;0;73;0;127;72;0,00;0,00;United States;Northern America;"";"";"Industrial and Manufacturing Engineering; Strategy and Management"
294;5700164072;"Travail et Emploi";journal;"02244365";0,237;Q3;8;13;62;775;31;60;0,44;59,62;France;Western Europe;"Documentation Francaise";"2008-2019";"Economics, Econometrics and Finance (miscellaneous) (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
295;17700156758;"International Journal of Disclosure and Governance";journal;"17413591, 17466539";0,236;Q3;16;15;59;1008;55;58;0,84;67,20;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Accounting (Q3); Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Strategy and Management (Q3)"
296;21100886347;"Risks";journal;"22279091";0,234;Q3;5;118;144;4224;122;143;0,85;35,80;Switzerland;Western Europe;"MDPI AG";"2018-2020";"Accounting (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Strategy and Management (Q3)"
297;22476;"Informacion Tecnologica";journal;"07180764, 07168756";0,232;Q3;13;193;423;5945;266;410;0,73;30,80;Chile;Latin America;"Centro de Informacion Tecnologica";"1996-2019";"Multidisciplinary (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Business, Management and Accounting (miscellaneous) (Q3); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Computer Science Applications (Q3); Computer Science (miscellaneous) (Q3); Energy (miscellaneous) (Q3); Food Science (Q3); Geotechnical Engineering and Engineering Geology (Q3); Industrial and Manufacturing Engineering (Q3); Materials Science (miscellaneous) (Q3); Strategy and Management (Q3)"
298;6100152807;"International Journal of Value Chain Management";journal;"17415365, 17415357";0,232;Q3;14;14;44;813;43;43;1,21;58,07;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2006-2014, 2016-2020";"Computer Science Applications (Q3); Information Systems (Q3); Strategy and Management (Q3)"
299;21100860389;"International Journal of Information Technology Project Management";journal;"19380232, 19380240";0,231;Q3;3;22;20;980;24;20;1,20;44,55;United States;Northern America;"IGI Global Publishing";"2017-2020";"Communication (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Management of Technology and Innovation (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
300;19700170838;"International Journal of Rural Management";journal;"09730680, 09730052";0,229;Q3;10;14;30;716;21;27;0,47;51,14;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"2006-2010, 2012-2020";"Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q3); Strategy and Management (Q3)"
301;10600153342;"Society and Economy";journal;"1588970X, 15889726";0,228;Q3;10;14;104;671;35;96;0,25;47,93;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2019";"Business and International Management (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Industrial Relations (Q3); Public Administration (Q3); Sociology and Political Science (Q3); Strategy and Management (Q3)"
302;17299;"IEEE Potentials";journal;"02786648";0,227;Q3;31;64;191;178;129;150;0,58;2,78;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1984-2020";"Education (Q3); Electrical and Electronic Engineering (Q3); Strategy and Management (Q3)"
303;19470;"Information Resources Management Journal";journal;"15337979, 10401628";0,227;Q3;40;16;51;1114;45;51;0,94;69,63;United States;Northern America;"IGI Publishing";"1988-2020";"Business and International Management (Q3); Library and Information Sciences (Q3); Strategy and Management (Q3)"
304;7200153128;"Zeitschrift fur Evaluation";journal;"16195515";0,222;Q3;6;22;91;518;26;44;0,88;23,55;Germany;Western Europe;"Waxmann Verlag GMBH";"2006-2013, 2015-2019";"Communication (Q3); Education (Q3); Social Sciences (miscellaneous) (Q3); Strategy and Management (Q3); Applied Psychology (Q4); Statistics and Probability (Q4)"
305;5700161163;"Organizacija";journal;"13185454";0,220;Q3;5;16;70;1006;84;68;1,33;62,88;Slovenia;Eastern Europe;"Fakulteta za Organizacijske Vede, Univerza v Mariboru";"2016-2019";"Business and International Management (Q3); Management Information Systems (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3); Tourism, Leisure and Hospitality Management (Q3)"
306;21100855999;"Journal of Eastern European and Central Asian Research";journal;"23288280, 23288272";0,219;Q3;3;27;52;962;17;49;0,42;35,63;United States;Northern America;"Institute of Eastern Europe and Central Asia";"2014-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Finance (Q3); Marketing (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
307;21100212700;"RAE Revista de Administracao de Empresas";journal;"2178938X, 00347590";0,218;Q3;13;35;148;1500;110;136;0,61;42,86;Brazil;Latin America;"Fundacao Getulio Vargas, Escola de Administracao de Empresas de Sao Paulo";"2007-2019";"Business and International Management (Q3); Business, Management and Accounting (miscellaneous) (Q3); Development (Q3); Education (Q3); Industrial Relations (Q3); Information Systems and Management (Q3); Management of Technology and Innovation (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Organizational Behavior and Human Resource Management (Q4); Public Administration (Q4)"
308;4700152413;"International Journal of Entrepreneurship and Innovation Management";journal;"17415098, 1368275X";0,217;Q3;22;32;88;2192;83;85;1,13;68,50;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2002, 2006-2020";"Business and International Management (Q3); Economics and Econometrics (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
309;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,216;Q3;11;20;59;1000;47;59;0,71;50,00;United States;Northern America;"IGI Global Publishing";"2009-2020";"Information Systems (Q3); Information Systems and Management (Q3); Management Information Systems (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4)"
310;17700155712;"Revue Francaise de Gestion";journal;"03384551";0,215;Q3;17;36;224;1249;53;214;0,20;34,69;France;Western Europe;"Lavoisier";"2002-2019";"Business and International Management (Q3); Economics and Econometrics (Q3); Strategy and Management (Q3)"
311;29780;"IEEE Engineering Management Review";journal;"03608581";0,214;Q3;18;85;179;1514;119;166;0,87;17,81;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1973-1987, 1991, 1993-2020";"Electrical and Electronic Engineering (Q3); Strategy and Management (Q3)"
312;144660;"Strategy and Leadership";journal;"10878572";0,213;Q3;44;57;161;110;106;83;0,84;1,93;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1996-2020";"Strategy and Management (Q3)"
313;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";0,212;Q3;21;23;57;1315;38;57;0,67;57,17;United Kingdom;Western Europe;"Inderscience Enterprises Ltd.";"2005-2019";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)"
314;21100865028;"Business Perspectives and Research";journal;"22785337, 23949937";0,211;Q3;7;17;48;796;44;40;1,12;46,82;United Kingdom;Western Europe;"SAGE Publications Ltd";"2012-2020";"Business and International Management (Q3); Strategy and Management (Q3)"
315;21100871796;"Central European Business Review";journal;"18054854, 18054862";0,209;Q3;3;21;35;854;24;35;0,69;40,67;Czech Republic;Eastern Europe;"Faculty of Business Administration, University of Economics";"2017-2019";"Business and International Management (Q3); Management of Technology and Innovation (Q3); Strategy and Management (Q3)"
