Rank;Sourceid;Title;Type;Issn;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
74;21100856611;"Journal of Responsible Innovation";journal;"23299460, 23299037";1,045;Q1;18;36;95;1372;233;68;2,88;38,11;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Information Systems and Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
75;21283;"Management Learning";journal;"14617307, 13505076";1,045;Q1;73;39;92;2407;282;88;3,02;61,72;United Kingdom;Western Europe;"SAGE Publications Ltd";"1970-2020";"Decision Sciences (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
76;16273;"Journal of Construction Engineering and Management - ASCE";journal;"07339364";1,039;Q1;105;140;545;7924;1953;531;3,27;56,60;United States;Northern America;"American Society of Civil Engineers (ASCE)";"1982-2020";"Building and Construction (Q1); Civil and Structural Engineering (Q1); Industrial Relations (Q1); Strategy and Management (Q1)"
77;11000153782;"Management International Review";journal;"09388249, 18618901";1,037;Q1;53;37;103;3674;320;95;2,66;99,30;Germany;Western Europe;"Gabler Verlag";"2005-2020";"Business and International Management (Q1); Strategy and Management (Q1)"
78;9700153238;"International Transactions in Operational Research";journal;"09696016, 14753995";1,018;Q1;48;165;247;6861;801;214;3,75;41,58;Denmark;Western Europe;"Blackwell Publishing";"1994-2020";"Business and International Management (Q1); Computer Science Applications (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Management Science and Operations Research (Q2)"
79;21100407241;"Journal of Service Theory and Practice";journal;"20556225";1,004;Q1;79;35;132;3295;537;124;4,57;94,14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2015-2020";"Strategy and Management (Q1)"
80;21100373814;"BRQ Business Research Quarterly";journal;"23409444, 23409436";0,990;Q1;21;38;64;2886;300;60;3,90;75,95;Netherlands;Western Europe;"Elsevier BV";"2014-2019";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2)"
81;28988;"Journal of Economics and Management Strategy";journal;"15309134, 10586407";0,990;Q1;65;46;122;1671;196;122;1,73;36,33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1992-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Economics and Econometrics (Q2)"
82;21100790347;"Journal of Small Business Strategy";journal;"10818510, 23801751";0,986;Q1;10;20;48;1572;180;42;4,68;78,60;United States;Northern America;"Middle Tennessee State University";"2013-2020";"Strategy and Management (Q1)"
83;21873;"Corporate Social Responsibility and Environmental Management";journal;"15353958, 15353966";0,974;Q1;66;138;195;10419;1043;187;5,31;75,50;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2003-2020";"Development (Q1); Management, Monitoring, Policy and Law (Q1); Strategy and Management (Q1)"
84;21100218364;"Creativity and Innovation Management";journal;"09631690, 14678691";0,970;Q1;55;54;117;3605;380;102;3,51;66,76;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1992-2020";"Management of Technology and Innovation (Q1); Strategy and Management (Q1)"
85;22236;"Journal of the Operational Research Society";journal;"01605682, 14769360";0,951;Q1;101;281;403;11765;1161;397;2,72;41,87;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2020";"Management Information Systems (Q1); Modeling and Simulation (Q1); Strategy and Management (Q1); Management Science and Operations Research (Q2); Marketing (Q2); Statistics, Probability and Uncertainty (Q2)"
86;21100377744;"International Journal of Lean Six Sigma";journal;"20404166, 20404174";0,938;Q1;31;56;77;4066;378;69;4,39;72,61;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2010-2020";"Industrial and Manufacturing Engineering (Q1); Strategy and Management (Q1); Management Science and Operations Research (Q2)"
87;20500195043;"Research in Transportation Business and Management";journal;"22105395";0,938;Q1;27;35;119;1837;351;110;2,56;52,49;Netherlands;Western Europe;"Elsevier BV";"2011-2020";"Business and International Management (Q1); Decision Sciences (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Management Science and Operations Research (Q2); Transportation (Q2)"
88;21216;"MIT Sloan Management Review";journal;"15329194";0,925;Q1;95;61;226;625;430;189;1,99;10,25;United States;Northern America;"Massachusetts Institute of Technology";"2001-2020";"Business and International Management (Q1); Management of Technology and Innovation (Q1); Strategy and Management (Q1); Decision Sciences (miscellaneous) (Q2)"
89;13382;"Health Care Management Review";journal;"15505030, 03616274";0,918;Q1;53;38;114;965;226;100;2,38;25,39;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1976-2020";"Health Policy (Q1); Leadership and Management (Q1); Strategy and Management (Q1)"
90;23148;"IMA Journal of Management Mathematics";journal;"1471678X, 14716798";0,910;Q1;30;17;67;531;114;65;1,78;31,24;United Kingdom;Western Europe;"Oxford University Press";"1986, 1988-1989, 1991-1993, 1995-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Management Information Systems (Q1); Modeling and Simulation (Q1); Strategy and Management (Q1); Applied Mathematics (Q2); Management Science and Operations Research (Q2)"
91;5800169457;"Public Performance & Management Review";journal;"15309576";0,905;Q1;20;81;111;5718;302;108;2,02;70,59;United Kingdom;Western Europe;"SAGE Publications Inc.";"2011-2020";"Public Administration (Q1); Strategy and Management (Q1)"
92;21899;"Nonprofit Management & Leadership";journal;"10486682, 15427854";0,900;Q1;52;42;103;2227;193;91;1,92;53,02;United States;Northern America;"Wiley-Blackwell";"1990-2020";"Strategy and Management (Q1)"
93;21100438182;"International Series in Operations Research and Management Science";book series;"08848289";0,894;Q1;39;196;647;6659;438;45;9,94;33,97;United States;Northern America;"Springer Science + Business Media";"2005-2020";"Computer Science Applications (Q1); Software (Q1); Strategy and Management (Q1); Applied Mathematics (Q2); Management Science and Operations Research (Q2)"
94;19700187615;"Leadership and Policy in Schools";journal;"15700763, 17445043";0,875;Q1;17;67;95;4311;132;70;1,55;64,34;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Education (Q1); Strategy and Management (Q1)"
95;11300153733;"Management in Education";journal;"17419883, 08920206";0,867;Q1;15;35;95;873;111;71;0,75;24,94;United Kingdom;Western Europe;"SAGE Publications Ltd";"1987-2020";"Education (Q1); Strategy and Management (Q1)"
96;20146;"Industrial Relations";journal;"00198676, 1468232X";0,862;Q1;54;21;70;983;95;69;1,53;46,81;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1961-2020";"Industrial Relations (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
97;8300153135;"Global Journal of Flexible Systems Management";journal;"09722696";0,861;Q1;28;27;89;2438;342;77;4,16;90,30;India;Asiatic Region;"Global Institute of Flexible Systems Management";"2000-2020";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q1)"
98;16082;"Economic and Industrial Democracy";journal;"0143831X, 14617099";0,854;Q1;37;67;142;4423;246;85;3,16;66,01;United Kingdom;Western Europe;"SAGE Publications Ltd";"1980-2020";"Business, Management and Accounting (miscellaneous) (Q1); Management of Technology and Innovation (Q1); Organizational Behavior and Human Resource Management (Q1); Strategy and Management (Q1)"
99;144666;"Journal of Product and Brand Management";journal;"10610421";0,841;Q1;75;107;197;9376;673;177;3,03;87,63;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1992-2020";"Strategy and Management (Q1); Management of Technology and Innovation (Q2); Marketing (Q2)"
100;20575;"Journal of Engineering and Technology Management - JET-M";journal;"16084799, 09234748";0,840;Q1;62;24;84;1610;263;72;2,85;67,08;Netherlands;Western Europe;"Elsevier";"1989-2020";"Engineering (miscellaneous) (Q1); Industrial Relations (Q1); Information Systems and Management (Q1); Strategy and Management (Q1); Management Science and Operations Research (Q2)"
101;22949;"Research Technology Management";journal;"19300166, 08956308";0,837;Q1;63;60;196;417;265;107;2,69;6,95;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1988-1989, 1995-2020";"Engineering (miscellaneous) (Q1); Strategy and Management (Q1); Management of Technology and Innovation (Q2)"
102;21100446517;"International Journal of Managing Projects in Business";journal;"17538378, 17538386";0,835;Q1;29;110;134;8771;423;129;3,07;79,74;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q1); Strategy and Management (Q1); Management of Technology and Innovation (Q2)"
103;24734;"American Journal of Evaluation";journal;"10982140";0,834;Q1;51;43;108;1781;204;103;1,63;41,42;United States;Northern America;"SAGE Publications Inc.";"1981-2020";"Business and International Management (Q1); Education (Q1); Health (social science) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1); Social Psychology (Q2)"
104;21100803392;"Cross Cultural and Strategic Management";journal;"20595794";0,825;Q1;37;33;101;3483;320;99;2,63;105,55;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business and International Management (Q1); Cultural Studies (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1); Organizational Behavior and Human Resource Management (Q2)"
105;19700175100;"American Health and Drug Benefits";journal;"19422962, 19422970";0,812;Q1;23;38;202;816;255;90;2,58;21,47;United States;Northern America;"Engage Healthcare Communications, Inc.";"2009-2020";"Strategy and Management (Q1); Health Policy (Q2)"
106;15725;"Voluntas";journal;"09578765, 15737888";0,806;Q1;47;130;371;9024;702;336;1,90;69,42;United States;Northern America;"Springer New York";"1990-2020";"Business and International Management (Q1); Geography, Planning and Development (Q1); Public Administration (Q1); Sociology and Political Science (Q1); Strategy and Management (Q1)"
107;19700169885;"European Sport Management Quarterly";journal;"1746031X, 16184742";0,797;Q1;29;61;101;4123;271;95;2,83;67,59;United Kingdom;Western Europe;"Routledge";"2010-2020";"Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Sports Science (Q2)"
108;21100922610;"Journal of Professions and Organization";journal;"20518811, 20518803";0,790;Q1;14;14;30;895;71;29;1,56;63,93;United States;Northern America;"Oxford University Press";"2014-2016, 2018-2019";"Business and International Management (Q1); Strategy and Management (Q1); Organizational Behavior and Human Resource Management (Q2)"
109;5700153461;"Management Communication Quarterly";journal;"08933189";0,784;Q2;60;30;91;1534;179;90;1,95;51,13;United States;Northern America;"SAGE Publications Inc.";"1987-2020";"Communication (Q1); Strategy and Management (Q2)"
110;4700152789;"Collection Management";journal;"01462679, 15452549";0,775;Q2;17;37;68;779;51;55;0,95;21,05;United States;Northern America;"Routledge";"1976, 1978-1979, 1981-1999, 2001-2020";"Library and Information Sciences (Q1); Strategy and Management (Q2)"
111;17900156718;"Journal of Strategic Marketing";journal;"0965254X, 14664488";0,770;Q2;45;70;136;4657;370;110;2,40;66,53;United Kingdom;Western Europe;"Routledge";"1984, 1993-2020";"Marketing (Q2); Strategy and Management (Q2)"
112;24842;"International Journal of Selection and Assessment";journal;"14682389, 0965075X";0,769;Q2;57;37;88;2040;140;87;1,53;55,14;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1993-2020";"Business, Management and Accounting (miscellaneous) (Q1); Applied Psychology (Q2); Management of Technology and Innovation (Q2); Psychology (miscellaneous) (Q2); Strategy and Management (Q2)"
113;5800175970;"Leadership";journal;"17427150, 17427169";0,769;Q2;41;49;103;3341;221;97;2,21;68,18;United States;Northern America;"SAGE Publications Ltd";"2005-2020";"Sociology and Political Science (Q1); Strategy and Management (Q2)"
114;21100206607;"International Journal of Management Education";journal;"14728117";0,758;Q2;22;58;141;3993;423;136;3,20;68,84;Netherlands;Western Europe;"Elsevier BV";"1970, 2012-2020";"Education (Q1); Strategy and Management (Q2)"
115;7000153208;"Service Business";journal;"18628508, 18628516";0,747;Q2;28;28;118;2189;344;98;3,13;78,18;Germany;Western Europe;"Springer Verlag";"2007-2020";"Business and International Management (Q1); Strategy and Management (Q2)"
116;18700156709;"Management and Organization Review";journal;"17408776, 17408784";0,744;Q2;59;40;143;2623;294;105;2,82;65,58;United Kingdom;Western Europe;"Cambridge University Press";"2005-2019";"Business and International Management (Q1); Strategy and Management (Q2)"
117;16400154732;"International Journal of Leadership in Education";journal;"13603124, 14645092";0,740;Q2;34;110;143;7107;246;107;2,16;64,61;United Kingdom;Western Europe;"Routledge";"1998-2020";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q2)"
118;21100790518;"International Journal of Management Science and Engineering Management";journal;"17509653, 17509661";0,729;Q2;22;39;85;1280;251;83;2,48;32,82;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2006-2020";"Engineering (miscellaneous) (Q1); Mechanical Engineering (Q1); Information Systems and Management (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
119;16400154731;"School Leadership and Management";journal;"13632434, 13642626";0,727;Q2;42;37;91;1855;156;80;2,29;50,14;United Kingdom;Western Europe;"Brill Academic Publishers";"1996-2020";"Arts and Humanities (miscellaneous) (Q1); Education (Q1); Strategy and Management (Q2)"
120;144659;"Journal of Small Business and Enterprise Development";journal;"14626004";0,723;Q2;61;52;166;4150;502;162;2,83;79,81;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1994-2020";"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q2)"
121;17600155397;"International Journal of Design";journal;"1994036X, 19913761";0,720;Q2;35;18;55;1152;175;52;2,71;64,00;Taiwan;Asiatic Region;"National Taiwan University of Science and Technology";"2007-2019";"Computer Graphics and Computer-Aided Design (Q1); Industrial and Manufacturing Engineering (Q1); Marketing (Q2); Strategy and Management (Q2)"
122;21100838016;"Quarterly Journal of Finance";journal;"20101406, 20101392";0,709;Q2;16;22;61;897;61;60;1,03;40,77;Singapore;Asiatic Region;"World Scientific Publishing Co. Pte Ltd";"2011-2020";"Economics and Econometrics (Q2); Finance (Q2); Strategy and Management (Q2)"
123;17700156769;"Journal of Brand Management";journal;"14791803, 1350231X";0,685;Q2;44;59;132;4430;358;124;2,33;75,08;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2008-2020";"Marketing (Q2); Strategy and Management (Q2)"
124;23952;"Cooperation and Conflict";journal;"00108367, 14603691";0,680;Q2;38;33;89;2433;164;87;1,78;73,73;United States;Northern America;"SAGE Publications Ltd";"1965, 1967-2020";"Development (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q2)"
125;14500154733;"Operational Research";journal;"11092858, 18661505";0,670;Q2;18;129;202;5584;401;105;4,05;43,29;Germany;Western Europe;"Springer Verlag";"2009-2020";"Computational Theory and Mathematics (Q2); Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Numerical Analysis (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)"
126;21100201769;"Journal of Communication Management";journal;"1363254X";0,663;Q2;35;27;82;1871;149;81;1,90;69,30;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1995-2020";"Communication (Q1); Strategy and Management (Q2)"
127;11600154157;"TQM Journal";journal;"17542731";0,658;Q2;64;85;152;5537;582;149;3,88;65,14;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); Decision Sciences (miscellaneous) (Q2); Strategy and Management (Q2)"
128;20606;"Journal of Forecasting";journal;"02776693, 1099131X";0,654;Q2;55;70;171;2985;310;169;1,88;42,64;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1982-2020";"Computer Science Applications (Q2); Management Science and Operations Research (Q2); Modeling and Simulation (Q2); Statistics, Probability and Uncertainty (Q2); Strategy and Management (Q2)"
129;21100255510;"Negotiation and Conflict Management Research";journal;"17504716, 17504708";0,653;Q2;12;34;58;2360;82;57;1,37;69,41;United States;Northern America;"John Wiley and Sons Inc.";"2011-2020";"Communication (Q1); Strategy and Management (Q2)"
130;21100465205;"European Research on Management and Business Economics";journal;"24448834";0,641;Q2;14;22;64;1176;252;64;4,98;53,45;Spain;Western Europe;"European Academy of Management and Business Economics";"2016-2020";"Business and International Management (Q1); Economics and Econometrics (Q2); Marketing (Q2); Strategy and Management (Q2)"
131;21100778661;"European Journal of Management and Business Economics";journal;"24448451";0,639;Q2;11;18;58;1478;172;56;3,27;82,11;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business and International Management (Q1); Finance (Q2); Marketing (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
132;19951;"International Journal of Conflict Management";journal;"10444068";0,634;Q2;50;49;86;3883;165;83;2,11;79,24;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1990-2020";"Communication (Q1); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
133;24928;"Service Industries Journal";journal;"17439507, 02642069";0,629;Q2;62;90;176;7956;433;139;3,27;88,40;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1983-2020";"Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
134;14715;"Technology Analysis and Strategic Management";journal;"14653990, 09537325";0,627;Q2;64;124;271;6263;681;265;2,36;50,51;United Kingdom;Western Europe;"Routledge";"1989-2020";"Management Science and Operations Research (Q2); Strategy and Management (Q2)"
135;19929;"Interfaces";journal;"00922102, 1526551X";0,609;Q2;62;33;124;714;117;116;0,92;21,64;United States;Northern America;"INFORMS Institute for Operations Research and the Management Sciences";"1983-1988, 1996-2019";"Management of Technology and Innovation (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
136;21100886412;"Economics, Management, and Financial Markets";journal;"1938212X, 18423191";0,606;Q2;6;20;20;440;107;20;5,35;22,00;United States;Northern America;"Addleton Academic Publishers";"2018-2019";"Business and International Management (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); Sociology and Political Science (Q1); Strategy and Management (Q2)"
137;21100801726;"Review of International Business and Strategy";journal;"20596014";0,599;Q2;25;22;74;1590;208;74;3,04;72,27;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
138;21100242603;"Journal of Place Management and Development";journal;"17538343, 17538335";0,598;Q2;25;42;92;2696;204;80;2,45;64,19;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2020";"Geography, Planning and Development (Q1); Urban Studies (Q1); Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
139;17700156774;"European Management Review";journal;"17404762, 17404754";0,586;Q2;29;102;92;8649;197;78;2,19;84,79;United States;Northern America;"Wiley-Blackwell";"2009-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
140;23064;"Scandinavian Journal of Management";journal;"09565221, 18733387";0,585;Q2;54;26;75;2299;188;72;2,46;88,42;United Kingdom;Western Europe;"Elsevier Ltd.";"1988-2020";"Applied Psychology (Q2); Strategy and Management (Q2)"
141;21100435972;"Journal of Global Fashion Marketing";journal;"20932685, 23254483";0,579;Q2;17;26;69;1269;133;69;2,00;48,81;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2020";"Cultural Studies (Q1); Management of Technology and Innovation (Q2); Marketing (Q2); Strategy and Management (Q2)"
142;23434;"Journal of Risk Research";journal;"14664461, 13669877";0,579;Q2;55;173;278;10097;531;244;2,18;58,36;United Kingdom;Western Europe;"Routledge";"1998-2020";"Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Safety, Risk, Reliability and Quality (Q2); Strategy and Management (Q2)"
143;19318;"Group Decision and Negotiation";journal;"09262644, 15729907";0,577;Q2;57;49;159;2447;307;148;1,98;49,94;Netherlands;Western Europe;"Springer Netherlands";"1992-2020";"Social Sciences (miscellaneous) (Q1); Arts and Humanities (miscellaneous) (Q2); Decision Sciences (miscellaneous) (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
144;145293;"International Journal of Productivity and Performance Management";journal;"17410401";0,576;Q2;54;141;232;11418;738;218;2,42;80,98;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2004-2020";"Business, Management and Accounting (miscellaneous) (Q1); Strategy and Management (Q2)"
145;19400158466;"JMM International Journal on Media Management";journal;"14241250, 14241277";0,575;Q2;18;10;40;456;62;37;1,32;45,60;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Communication (Q2); Strategy and Management (Q2)"
146;17600155015;"Journal of Entrepreneurship";journal;"09730745, 09713557";0,574;Q2;15;12;33;738;80;33;2,18;61,50;United States;Northern America;"Sage Publications India Pvt. Ltd";"1996-1999, 2009-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Strategy and Management (Q2)"
147;18800156713;"International Journal of Construction Management";journal;"15623599";0,571;Q2;19;179;156;10089;383;91;4,45;56,36;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Building and Construction (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
148;144740;"International Journal of Quality and Reliability Management";journal;"0265671X";0,569;Q2;82;129;281;7848;888;279;2,98;60,84;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1970, 1984-2020";"Business, Management and Accounting (miscellaneous) (Q2); Strategy and Management (Q2)"
149;18895;"Journal of Advanced Transportation";journal;"01976729, 20423195";0,569;Q2;38;214;592;7675;1323;575;2,27;35,86;Egypt;Africa/Middle East;"Hindawi Limited";"1979-2020";"Automotive Engineering (Q1); Computer Science Applications (Q2); Economics and Econometrics (Q2); Mechanical Engineering (Q2); Strategy and Management (Q2)"
150;69005;"Agricultural Finance Review";journal;"00021466, 20416326";0,568;Q2;21;59;104;2864;205;93;2,00;48,54;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1980, 2000-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Agricultural and Biological Sciences (miscellaneous) (Q2); Economics and Econometrics (Q2); Finance (Q2); Strategy and Management (Q2)"
151;21100438074;"Journal of Modelling in Management";journal;"17465672, 17465664";0,566;Q2;24;59;130;3653;321;129;2,29;61,92;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2006-2020";"Decision Sciences (miscellaneous) (Q2); Management Science and Operations Research (Q2); Strategy and Management (Q2)"
152;25468;"Public Personnel Management";journal;"00910260";0,555;Q2;42;41;60;3111;114;59;1,77;75,88;United States;Northern America;"SAGE Publications Inc.";"1973, 1982-1984, 1989, 1993, 1995-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Public Administration (Q2); Strategy and Management (Q2)"
153;20793;"Benchmarking";journal;"14635771";0,553;Q2;57;189;393;17552;1250;389;3,22;92,87;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1999-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
154;26602;"Evaluation and Program Planning";journal;"01497189, 18737870";0,553;Q2;58;113;349;5204;665;337;1,94;46,05;United Kingdom;Western Europe;"Elsevier Ltd.";"1978-2020";"Business and International Management (Q2); Geography, Planning and Development (Q2); Public Health, Environmental and Occupational Health (Q2); Social Psychology (Q2); Strategy and Management (Q2)"
155;21100320408;"Human Service Organizations Management, Leadership and Governance";journal;"2330314X, 23303131";0,549;Q2;12;33;126;1487;163;100;1,63;45,06;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2014-2020";"Health (social science) (Q2); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
156;16255;"Journal of Civil Engineering and Management";journal;"18223605, 13923730";0,543;Q2;43;49;268;2285;686;262;2,66;46,63;Lithuania;Eastern Europe;"Vilnius Gediminas Technical University";"2002-2020";"Civil and Structural Engineering (Q2); Strategy and Management (Q2)"
157;20213;"International Labour Review";journal;"00207780, 1564913X";0,537;Q2;45;29;81;1308;133;77;1,63;45,10;United States;Northern America;"Wiley-Blackwell";"1945-1948, 1973-2020";"Management of Technology and Innovation (Q2); Organizational Behavior and Human Resource Management (Q2); Strategy and Management (Q2)"
158;21100247045;"Journal of Co-operative Organization and Management";journal;"2213297X";0,534;Q2;11;12;37;762;56;34;1,35;63,50;Netherlands;Western Europe;"Elsevier BV";"2013-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
159;21100836179;"Asia and the Pacific Policy Studies";journal;"20502680";0,533;Q2;12;22;140;1156;185;134;1,27;52,55;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"2014-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Political Science and International Relations (Q1); Public Administration (Q2); Sociology and Political Science (Q2); Strategy and Management (Q2)"
160;21100218042;"Journal of Media Business Studies";journal;"16522354";0,531;Q2;17;26;52;1652;66;43;1,39;63,54;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2004-2020";"Business and International Management (Q2); Communication (Q2); Strategy and Management (Q2)"
161;21100890158;"Journal of Family Business Management";journal;"20436238, 20436246";0,518;Q2;13;44;54;3385;119;54;2,11;76,93;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2011-2020";"Economics, Econometrics and Finance (miscellaneous) (Q1); Strategy and Management (Q2)"
162;21100395911;"Asia Pacific Journal of Marketing and Logistics";journal;"13555855, 17584248";0,508;Q2;42;153;193;12650;691;184;3,79;82,68;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1993-2020";"Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2)"
163;21100264009;"Journal of Multi-Criteria Decision Analysis";journal;"10579214, 10991360";0,508;Q2;46;32;55;1823;115;52;2,53;56,97;United Kingdom;Western Europe;"John Wiley and Sons Ltd";"1992-2003, 2005-2006, 2008-2020";"Decision Sciences (miscellaneous) (Q2); Strategy and Management (Q2)"
164;21100810438;"Proceedings of the 16th Conference on Formal Methods in Computer-Aided Design, FMCAD 2016";conference and proceedings;"-";0,507;-;7;0;29;0;52;27;1,93;0,00;United States;Northern America;"";"";"Control and Systems Engineering; Industrial and Manufacturing Engineering; Management Science and Operations Research; Strategy and Management"
165;19200156950;"Journal of Enterprising Communities";journal;"17506204";0,505;Q2;22;47;90;3623;208;87;2,59;77,09;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2020";"Business and International Management (Q2); Economics and Econometrics (Q2); Strategy and Management (Q2)"
166;21100827834;"Sport Marketing Quarterly";journal;"15572528, 10616934";0,505;Q2;5;0;46;0;53;39;1,36;0,00;United States;Northern America;"FiT Publishing";"2017-2018";"Marketing (Q2); Strategy and Management (Q2); Tourism, Leisure and Hospitality Management (Q2)"
167;19700188349;"Journal of Industrial Engineering and Management";journal;"20138423, 20130953";0,503;Q2;27;28;141;1391;328;136;1,36;49,68;Spain;Western Europe;"";"2008-2020";"Industrial and Manufacturing Engineering (Q2); Strategy and Management (Q2)"
168;21100220467;"International Journal of Knowledge-Based Development";journal;"20404476, 20404468";0,498;Q2;18;15;66;773;85;64;1,05;51,53;Switzerland;Western Europe;"Inderscience Publishers";"2010-2019";"Information Systems and Management (Q2); Management of Technology and Innovation (Q2); Strategy and Management (Q2)"
169;144826;"Journal of Business Strategy";journal;"02756668";0,493;Q2;36;76;129;1201;148;122;1,16;15,80;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1980-2020";"Management Information Systems (Q2); Strategy and Management (Q2)"
170;16400154777;"Asia Pacific Management Review";journal;"10293132";0,491;Q2;15;42;87;1987;228;83;2,81;47,31;Taiwan;Asiatic Region;"National Cheng Kung University";"2008-2020";"Business and International Management (Q2); Strategy and Management (Q2)"
